排名,审计ID,推荐层级,老药新用类型,药物,药物ChEMBL_ID,原适应症领域,原领域英文,候选靶点,靶点名称,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,agent决策,风险等级,是否同原适应症领域,是否同已知靶点家族,是否已知靶点/对照,文献状态,PubMed总窗计数,上市后PubMed计数,PubMed总窗PMID,上市后PMID,候选病种说明,机制审计,可行性审计,首选实验,反筛建议,审计备注
683,strict895_0532,二级复核,跨大领域老药新用,Difluprednate,CHEMBL4303220,内分泌/代谢,Endocrinology/Metabolic,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,银屑病,psoriasis,皮肤/免疫,23.80543446730406,0.25833455,80,0.003695798546847,激酶生化/细胞,review_low,高,否,否,否,PubMed pair审计未见明确报道,0,0,,,MEK2/MAP2K2相关银屑病角质形成细胞炎症模型,机制偏弱：MAPK参与银屑病，但Difluprednate为强效糖皮质激素，同方向皮肤抗炎会混杂且rank80。,中高：MEK2 assay可行；需排除GR效应。,MEK2激酶活性/结合实验，细胞用pERK下降、CETSA或NanoBRET做剂量反应。,MEK1/2、RAF/ERK及广谱kinase panel，ATP竞争、细胞毒性和糖皮质激素转录效应反筛。,低优先；皮肤表型大概率由激素药理解释。
684,strict895_0877,二级复核,同领域同靶点家族扩展,Ribociclib Succinate,CHEMBL3545110,肿瘤,Oncology,PDGFRB,Platelet-derived growth factor receptor beta,乳腺癌,breast cancer,实体瘤,23.72824886357941,0.22351468,82,0.4280398724553814,酶/表观遗传生化,review_low,high,是,是,否,PubMed pair审计未见明确报道,0,0,,,"可探索肺腺癌、胰腺导管腺癌、白血病，并用乳腺癌作为 child OT 锚点；child OT 最强指向乳腺癌（score=0.428, genetic=0.000, clinical=0.659, literature=0.911）。","机制偏弱：Ribociclib Succinate -> PDGFRB（Platelet-derived growth factor receptor beta）在肿瘤方向可通过纯化蛋白/酶活或结合验证；child OT 最强指向乳腺癌（score=0.428, genetic=0.000, clinical=0.659, literature=0.911）；ConPLEx=0.224/rank82。 主要限制：drug-target rank 偏后；novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=高、TE feasibility=中高；可从纯化蛋白结合/酶活和细胞 TE 两级验证。,PDGFRB 受体激酶 IC50/Kd、配体刺激后 p-receptor/pERK/pAKT readout、DSF/SPR 或 CETSA；在乳腺癌模型验证血管生成/增殖表型。,同酶/同受体家族选择性、底物竞争、螯合/还原/荧光干扰、细胞通路旁路验证；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；ConPLEx rank 偏后；novelty 偏弱。
685,strict895_0718,二级复核,同领域同靶点家族扩展,Osimertinib Mesylate,CHEMBL3545063,肿瘤,Oncology,KDR,Vascular endothelial growth factor receptor 2,肝细胞癌,hepatocellular carcinoma,实体瘤,23.619096190241997,0.22933511,12,0.6777833062329777,酶/表观遗传生化,review_low,high,是,是,否,上市后文献有新靶点线索,4,4,41757675;41373548;37605832,41757675;41373548;37605832,KDR/VEGFR2 相关肝细胞癌；肺癌/黑色素瘤探索,"child Open Targets 最佳疾病为 hepatocellular carcinoma，score=0.678（genetic=0.000, clinical=0.980, literature=0.945），KDR-疾病证据为较强。Osimertinib Mesylate→KDR 主要由 ConPLEx=0.229/rank=12 支撑；KDR-HCC evidence 强，但 Osimertinib-KDR ConPLEx 低，低优先级复核。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.229, rank=12; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：KDR 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 KDR/VEGFR2 相关肝细胞癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 KDR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,KDR-HCC evidence 强，但 Osimertinib-KDR ConPLEx 低，低优先级复核。 child_ot_status=child_ot_match; best_child=hepatocellular carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
686,strict895_0884,二级复核,同领域同靶点家族扩展,Bosutinib Monohydrate,CHEMBL2095206,肿瘤,Oncology,PTPRC,Receptor-type tyrosine-protein phosphatase C,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,23.429919363567663,0.274568,53,0.3088924161585629,酶/表观遗传生化,review_low,high,是,是,否,PubMed pair审计未见明确报道,0,0,,,"可探索白血病、前列腺癌、多发性骨髓瘤，并用浆细胞骨髓瘤/多发性骨髓瘤作为 child OT 锚点；child OT 最强指向浆细胞骨髓瘤/多发性骨髓瘤（score=0.309, genetic=0.000, clinical=0.000, literature=0.915）。","机制偏弱：Bosutinib Monohydrate -> PTPRC（Receptor-type tyrosine-protein phosphatase C）在肿瘤方向可通过纯化蛋白/酶活或结合验证；child OT 最强指向浆细胞骨髓瘤/多发性骨髓瘤（score=0.309, genetic=0.000, clinical=0.000, literature=0.915）；ConPLEx=0.275/rank53。 主要限制：drug-target rank 偏后；novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=高、TE feasibility=中高；可从纯化蛋白结合/酶活和细胞 TE 两级验证。,PTPRC 磷酸酶活性/底物去磷酸化 assay、SPR/DSF/CETSA；细胞中检测 SHP2/PTPRC 相关 pERK、pSTAT 或免疫受体通路 readout。,同酶/同受体家族选择性、底物竞争、螯合/还原/荧光干扰、细胞通路旁路验证；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；ConPLEx rank 偏后；novelty 偏弱。
687,strict895_0804,二级复核,同领域新靶点/新病种探索,Selpercatinib,CHEMBL4559134,肿瘤,Oncology,NFE2L2,Nuclear factor erythroid 2-related factor 2,食管腺癌,esophageal adenocarcinoma,实体瘤,23.390151028266594,0.5178294,51,0.372895601256293,核受体/转录因子 reporter,review_low,high,是,否,否,上市后文献有新靶点线索,3,3,41573641;40832164;38651727,41573641;40832164;38651727,食管腺癌；胰腺导管腺癌；结肠癌,预测 Selpercatinib 作用于 NFE2L2，疾病锚点为食管腺癌；胰腺导管腺癌；结肠癌。child OT 状态=child_ot_match，最佳 child disease=食管腺癌，总分0.373（遗传0.000/临床0.000/文献0.109）。同原适应症方向扩展，novelty 中等偏低。,TE 可行性原评估为中高，建议使用核受体/转录因子 reporter路线；ConPLEx=0.518、药内rank=51。只建议低优先复核，不应进入主筛。主要限制：靶点更偏通路/转录调控，直接小分子结合验证难度较高；reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响；疾病方向接近原适应症，老药新用 novelty 较弱。,报告基因只作初筛，必须加内源靶基因 qPCR/蛋白、CETSA/结合或降解 readout。,荧光素酶/荧光干扰、广谱转录抑制、细胞毒性、相关核受体/TF reporter panel 和母药主通路反筛。,NFE2L2/NRF2 肿瘤轴可测但直接小分子 TE 难、reporter 假阳性高，且本地已报道；低优先复核。 审计依据：ConPLEx=0.518/rank=51；best_child=食管腺癌(OT=0.373)；literature_status=reported_post_approval_old_drug_new_target。
688,strict895_0626,二级复核,跨领域但同靶点家族扩展,Bempedoic Acid,CHEMBL3545313,心血管,Cardiovascular,PNP,Purine nucleoside phosphorylase,代谢功能障碍相关脂肪性肝炎,metabolic dysfunction-associated steatohepatitis,代谢,23.310996773843247,0.29095298,28,0.0029566388374776,酶/表观遗传生化,review_low,中高,否,是,否,PubMed pair审计未见明确报道,0,0,,,糖尿病肾病/2 型糖尿病和高脂血症证据弱；PNP 免疫代谢模型优先,机制审计：低优先级可审。PNP 是嘌呤代谢酶，免疫代谢更合理；输入糖尿病/高脂血症和 MASH child 证据不足。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 metabolic dysfunction-associated steatohepatitis（score=0.003）。,实验可行性中高：可用酶活/结合 assay 直接验证，阳性后再用疾病细胞模型确认功能窗口。,PNP 嘌呤核苷磷酸解酶活、底物竞争和代谢物 LC-MS；免疫细胞中测嘌呤代谢通量。,同酶家族选择性、PAINS/聚集体、金属螯合/还原氧化、荧光/发光干扰、细胞毒性和原药理靶点反筛。,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=metabolic dysfunction-associated steatohepatitis(0.003), ConPLEx=0.291/rank28; literature_status=unreported_in_pubmed_pair_audit. 主要风险：同靶点家族/选择性泄漏风险；同靶点家族可能存在机制泄漏/选择性不足。"
689,strict895_0256,二级复核,跨大领域老药新用,Rolapitant Hydrochloride,CHEMBL3707331,胃肠/消化,Gastroenterology,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,心肌梗死,myocardial infarction,心血管,23.180938297125806,0.23613207,35,0.0219900013537397,激酶生化/细胞,review_low,high,否,否,否,PubMed pair审计未见明确报道,0,0,,,左室肥厚、心肌梗死后重塑或心衰 MAPK 信号模型,MAP2K2/MEK2 连接 MAPK 介导的心肌重塑和炎症，assay 成熟但预测强度不一。,中：可建立靶点 readout，但预测证据和选择性风险需要正交实验确认。,重组 MAP2K2 酶学/ADP-Glo 或磷酸化底物 assay 测 IC50，细胞中检测 p-MAP2K2 或下游 pERK/pAKT/pSTAT readout。,近缘 kinase/受体 panel、ATP 竞争、下游通路非特异激活、细胞毒性和母药已知主靶点反筛。,"MAP2K2 心血管方向可测，但 Rolapitant ConPLEx 低、rank 后，放低优先级。 评分：ConPLEx=0.236, rank=35, OT=0.88, TxGNN=0.82, CREEDS=3；文献未审计。"
690,strict895_0842,二级复核,跨大领域老药新用,Diroximel Fumarate,CHEMBL3989944,神经/精神,Neurology/Psychiatry,SLC5A1,Sodium/glucose cotransporter 1,代谢功能障碍相关脂肪性肝炎,metabolic dysfunction-associated steatohepatitis,代谢,23.061843507119832,0.26308775,14,0.0941221558719927,转运体摄取/外排,review_low,high,否,否,否,PubMed pair审计未见明确报道,0,0,,,"仅低优先探索糖尿病/NASH/脂代谢异常待定；child OT 最强指向代谢功能障碍相关脂肪性肝炎（MASH）（score=0.094, genetic=0.000, clinical=0.152, literature=0.057），疾病锚点偏弱。","机制偏弱：Diroximel Fumarate -> SLC5A1（Sodium/glucose cotransporter 1）在代谢方向可通过转运体摄取/外排验证；child OT 最强指向代谢功能障碍相关脂肪性肝炎（MASH）（score=0.094, genetic=0.000, clinical=0.152, literature=0.057）；ConPLEx=0.263/rank14。 主要限制：child OT 病种证据很弱。",中低：输入 disease fit=中高、TE feasibility=中；需先建立底物依赖摄取/外排窗口；病种端证据不足，疾病模型不宜提前扩展。,SLC5A1 稳转细胞的标记底物摄取/外排实验、亲本细胞扣除和动力学 Km/Vmax；在糖尿病/NASH/脂代谢异常待定模型中加代谢/离子稳态功能 readout。,亲本细胞、无底物/竞争底物、相关 SLC transporter panel、pH/渗透压和线粒体毒性；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；child OT score <0.10。
691,strict895_0422,二级复核,同领域新靶点/新病种探索,Fosaprepitant Dimeglumine,CHEMBL1199324,肿瘤,Oncology,TOP1,DNA topoisomerase 1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,23.036091798225442,0.2269391,5,0.2123970576989084,酶/表观遗传生化,review_low,high,是,否,否,PubMed pair审计未见明确报道,0,0,,,TOP1依赖结直肠癌、AML、消化道肿瘤,机制可检验但证据主要来自预测；TOP1与TOP1依赖结直肠癌、AML、消化道肿瘤有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,TOP1 DNA relaxation/cleavable complex assay；细胞γH2AX和TOP1-DNA复合物确认,TOP2、DNA嵌入/损伤、复制压力、非特异细胞毒性反筛,疾病方向接近原标签或同治疗领域，老药新用价值需打折。；ConPLEx分数偏低，必须正交验证。
692,strict895_0881,二级复核,同领域同靶点家族扩展,Ribociclib Succinate,CHEMBL3545110,肿瘤,Oncology,PTK6,Protein-tyrosine kinase 6,食管鳞癌,esophageal squamous cell carcinoma,实体瘤,23.033193449148783,0.25199664,61,0.2936303814436496,激酶生化/细胞,review_low,high,是,是,否,PubMed pair审计未见明确报道,0,0,,,"可探索乳腺癌、胃癌、口腔鳞状细胞癌，并用esophageal squamous cell carcinoma作为 child OT 锚点；child OT 最强指向esophageal squamous cell carcinoma（score=0.294, genetic=0.000, clinical=0.000, literature=0.415）。","机制偏弱：Ribociclib Succinate -> PTK6（Protein-tyrosine kinase 6）在肿瘤方向可通过激酶生化+细胞通路验证；child OT 最强指向esophageal squamous cell carcinoma（score=0.294, genetic=0.000, clinical=0.000, literature=0.415）；ConPLEx=0.252/rank61。 主要限制：drug-target rank 偏后；novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=高、TE feasibility=中高；重组酶活和细胞 phospho-readout 成熟。,PTK6 重组激酶 IC50/Kd、ATP 竞争和 DSF/SPR；细胞中检测 phospho-substrate、CETSA/NanoBRET 或下游 pERK/pSTAT/pAKT，并在esophageal squamous cell carcinoma模型做 8-10 点剂量反应。,广谱 kinome/同家族 kinase panel、ATP 竞争、关键下游通路旁路抑制；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；ConPLEx rank 偏后；novelty 偏弱。
693,strict895_0859,二级复核,同领域同靶点家族扩展,Capmatinib Hydrochloride,CHEMBL3989937,肿瘤,Oncology,CCND1,G1/S-specific cyclin-D1,乳腺癌,breast cancer,实体瘤,23.022095948717364,0.20179805,55,0.663919419942994,酶/表观遗传生化,review_low,high,是,是,否,PubMed pair审计未见明确报道,0,0,,,"优先聚焦乳腺癌；备选模型为乳腺腺癌、胰腺导管腺癌、肺癌。child OT 最强指向乳腺癌（score=0.664, genetic=0.415, clinical=0.967, literature=0.980）。","机制偏弱：Capmatinib Hydrochloride -> CCND1（G1/S-specific cyclin-D1）在肿瘤方向可通过纯化蛋白/酶活或结合验证；child OT 最强指向乳腺癌（score=0.664, genetic=0.415, clinical=0.967, literature=0.980）；ConPLEx=0.202/rank55。 主要限制：靶点更像通路/转录节点，不能把增殖或 reporter 变化直接解释为小分子结合；drug-target rank 偏后；novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=高、TE feasibility=中高；可从纯化蛋白结合/酶活和细胞 TE 两级验证；直接 engagement 难度高，需正交结合证据。,先做 CCND1 蛋白稳定性/复合体扰动验证（CETSA、NanoBRET、co-IP 或 SPR/DSF）；再用 RB 磷酸化、细胞周期和 CCND1 knockdown/rescue 区分直接作用与 CDK4/6 下游效应，疾病模型限于乳腺癌模型。,CDK4/6 直接抑制、广谱细胞周期阻滞、RB 缺失背景、非特异增殖毒性、药物原批准主靶点反筛；不得把普遍 G1 arrest 当作直接 CCND1 命中。,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；child OT score >=0.55；ConPLEx rank 偏后；直接小分子靶向解释风险高；novelty 偏弱。
694,strict895_0616,二级复核,同领域新靶点/新病种探索,Osimertinib Mesylate,CHEMBL3545063,肿瘤,Oncology,KCNN4,Intermediate conductance calcium-activated potassium channel protein 4,乳腺癌,breast cancer,实体瘤,22.97030477636052,0.22287728,15,0.2623421500604675,离子通道功能,review_low,中高,是,否,否,PubMed pair审计未见明确报道,0,0,,,乳腺癌/白血病/胰腺导管腺癌；KCNN4 肿瘤离子通道模型,机制审计：低优先级可审。KCNN4/KCa3.1 可影响肿瘤细胞钙信号、迁移和免疫细胞功能，但本行 ConPLEx 和 OT 支持有限。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 breast cancer（score=0.262）。,实验可行性中高：膜片钳能直接测 target engagement，但成本较高且必须同步做安全通道 panel。,KCNN4 手动/自动膜片钳剂量反应；必要时用电流-电压曲线、洗脱可逆性和离子通量 readout 确认直接通道调节。,hERG/KCNH2、SCN5A、同亚型通道panel、膜扰动、细胞毒性和非特异电生理伪影反筛。,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=breast cancer(0.262), ConPLEx=0.223/rank15; literature_status=unreported_in_pubmed_pair_audit. 主要风险：同标签或同治疗方向 novelty 折扣；离子通道实验成本较高，需安全性通道反筛；疾病方向接近原适应症，老药新用 novelty 较弱。"
