candidate_id,pair_id,modeled_entity_name,gene_symbol,origin_summary,recommended_disease,verdict,verdict_label,summary,support,concern,next_step,evidence_scope,source_notes,source_urls,search_log
C384-328,MEZLKOACVSPNER-GFCCVEGCSA-N__CHEMBL1808,selegiline,ACE,帕金森患者左旋多巴治疗辅助；EMSAM贴剂成人MDD,schizophrenia,DEFER,建议后置,selegiline–ACE的精神分裂症假设不宜由遗传分直接升级。,本地ACE–疾病遗传关联、排名9。,阳性近邻0.28；原MAO作用和ACE药合用资料不是ACE亲和。,先证实纯酶ACE效应并确认作用方向，再决定神经疾病验证。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,正式产品资料支持MAOB机制，未获ACE直接实验。,"[""https://www.medicines.org.uk/emc/product/6627/smpc""]","[{""query"": ""selegiline angiotensin converting enzyme inhibition"", ""source"": ""https://www.medicines.org.uk/emc/product/6627/smpc"", ""outcome"": ""正式产品资料支持MAOB机制，未获ACE直接实验。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-329,XFYDIVBRZNQMJC-UHFFFAOYSA-N__CHEMBL2850,tizanidine,GSK3A,成人痉挛状态症状控制,depressive disorder,DEFER,建议后置,tizanidine–GSK3A的抑郁方向目前缺独立机制线索。,本地排名9。,阳性近邻0.171低于阴性0.216；原α2作用不能推断激酶结合。,先取得纯酶GSK3A活性；没有直接支持则后置。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本轮没有获得本对可核实直接实验。,[],"[{""query"": ""tizanidine GSK3A inhibition"", ""source"": ""web search results"", ""outcome"": ""本轮没有获得本对可核实直接实验。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-330,HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL220,lumateperone,ACHE,成人精神分裂症、双相I/II抑郁发作单药或锂/丙戊酸辅助、MDD抗抑郁药辅助,depressive disorder,DEFER,建议后置,lumateperone–ACHE暂后置，抑郁用途已与原标签重叠。,本地排名10、阳性近邻0.291。,受体及SERT机制不是ACHE；低毒蕈碱亲和也不是ACHE阴性。,先做ACHE酶活并排除光学干扰，确认新机制后SPR。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,厂家药理资料给受体/转运体数据，未获ACHE直接结果。,"[""https://www.jnjmedicalconnect.com/products/caplyta/medical-content/caplyta-pharmacodynamics""]","[{""query"": ""lumateperone acetylcholinesterase inhibition"", ""source"": ""https://www.jnjmedicalconnect.com/products/caplyta/medical-content/caplyta-pharmacodynamics"", ""outcome"": ""厂家药理资料给受体/转运体数据，未获ACHE直接结果。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-331,VREFGVBLTWBCJP-UHFFFAOYSA-N__CHEMBL2850,alprazolam,GSK3A,成人GAD急性治疗及伴/不伴广场恐惧的惊恐障碍；剂型和疗程证据限制依标签,major depressive disorder,DEFER,建议后置,alprazolam–GSK3A不宜由镇静抗焦虑机制升级为直接激酶候选。,本地排名10。,阳阴近邻约0.24相当；MDD图谱共现不能保证靶点或疗效方向。,先做GSK3A纯酶活，若无效保留记录但不优先复测。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本轮未取得alprazolam–GSK3A直接研究。,[],"[{""query"": ""alprazolam GSK3A direct inhibition"", ""source"": ""web search results"", ""outcome"": ""本轮未取得alprazolam–GSK3A直接研究。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-332,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,enzalutamide,NTRK1,去势抵抗、转移去势敏感及高转移风险生化复发非转移去势敏感前列腺癌,melanoma,CONDITIONAL,有条件保留,enzalutamide–NTRK1可条件保留为肿瘤新机制侦察。,本地黑色素瘤体细胞关联0.608、阳性近邻0.297。,原AR机制不能证明NTRK1；需分清融合/野生型构建与疾病来源。,核查NTRK1构建及单药激酶活性，再决定SPR梯度。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,NCI资料支持AR原机制，未获NTRK1直接活性。,"[""https://www.cancer.gov/publications/dictionaries/cancer-drug/def/enzalutamide""]","[{""query"": ""enzalutamide NTRK1 inhibition"", ""source"": ""https://www.cancer.gov/publications/dictionaries/cancer-drug/def/enzalutamide"", ""outcome"": ""NCI资料支持AR原机制，未获NTRK1直接活性。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-333,SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,vardenafil,CYP11B2,勃起功能障碍；剂型不可自动互换,adrenal gland hyperfunction,DEFER,建议后置,vardenafil–CYP11B2应后置，类固醇变化未必是直接结合。,模型排名11。,阳性近邻0.230；原PDE5作用及动物甾体研究不能确定11B2抑制。,先检测11B2/11B1产物与血红素状态，再评估肾上腺方向。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,标签为PDE及药代；本轮无CYP11B2直接证据。,"[""https://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021400s002lbl.pdf""]","[{""query"": ""vardenafil CYP11B2 inhibition"", ""source"": ""https://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021400s002lbl.pdf"", ""outcome"": ""标签为PDE及药代；本轮无CYP11B2直接证据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-334,HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL3717,talazoparib,MET,限定gBRCA突变HER2阴性乳癌；与enzalutamide联合HRR突变mCRPC,cancer,DEFER,建议后置,talazoparib–MET暂后置，泛癌证据不能弥补新激酶依据缺口。,模型排名11、PARP原机制明确。,阳性近邻0.265；PARP药效和MET没有直接连接。,先测MET纯酶活，后续细胞效应必须排除PARP贡献。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,官方标签支持PARP1/2，未获MET直接记录。,"[""https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c6fd147f-a77e-4a0b-9280-e82ecc41b4be&type=display""]","[{""query"": ""talazoparib MET direct inhibition"", ""source"": ""https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c6fd147f-a77e-4a0b-9280-e82ecc41b4be&type=display"", ""outcome"": ""官方标签支持PARP1/2，未获MET直接记录。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-335,SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4588,relebactam,MMP8,imipenem/cilastatin/relebactam复方院内肺炎及限定复杂尿路/腹腔感染,pneumonia,DEFER,建议后置,relebactam–MMP8缺宿主酶作用依据，肺炎原复方用途不算新机制支持。,本地排名11。,阳性近邻0.208；细菌A类酶与人MMP8不同。,先测成熟MMP8活性并设置金属/非特异对照。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始研究测细菌β内酰胺酶，未获人MMP8直接数据。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC6761529/""]","[{""query"": ""relebactam MMP8 inhibition"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6761529/"", ""outcome"": ""原始研究测细菌β内酰胺酶，未获人MMP8直接数据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-336,MKXZASYAUGDDCJ-NJAFHUGGSA-N__CHEMBL2252,dextromethorphan,CTSC,单药镇咳；与quinidine复方治疗假性延髓情感；与bupropion复方治疗MDD及AD痴呆相关激越,lung disorder,DEFER,建议后置,dextromethorphan–CTSC的肺病方向先后置。,本地排名12，镇咳原用途明确。,阳性近邻0.243；镇咳症状改善不能说明CTSC调节疾病进程。,先检测成熟CTSC活性，并确认母药而非dextrorphan机制。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本轮主要返回药代底物信息，未获CTSC直接证据。,[],"[{""query"": ""dextromethorphan cathepsin C inhibition"", ""source"": ""web search results"", ""outcome"": ""本轮主要返回药代底物信息，未获CTSC直接证据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-337,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL202,mirdametinib,DHFR,NF1伴不能完整切除症状性丛状神经纤维瘤（良性肿瘤场景，非泛癌）,acute myeloid leukemia,DEFER,建议后置,mirdametinib–DHFR的AML假设先后置。,模型排名12。,阳性近邻0.205；原NF1良性肿瘤用途不是泛癌直接证据。,先测人DHFR/NADPH条件活性，出现独立结果再SPR。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,NCI研发资料支持MEK1/2，不支持DHFR直接关系。,"[""https://dctd.cancer.gov/drug-discovery-development/reagents-materials/formulary/about/agents/mirdametinib""]","[{""query"": ""mirdametinib dihydrofolate reductase inhibition"", ""source"": ""https://dctd.cancer.gov/drug-discovery-development/reagents-materials/formulary/about/agents/mirdametinib"", ""outcome"": ""NCI研发资料支持MEK1/2，不支持DHFR直接关系。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-338,IMOZEMNVLZVGJZ-QGZVFWFLSA-N__CHEMBL2148,apremilast,JAK3,活动性银屑病关节炎、符合光疗/系统治疗条件的斑块银屑病、Behçet相关口腔溃疡；成人及部分≥6岁儿童、20/50kg剂型门槛不同,ankylosing spondylitis,CONDITIONAL,有条件保留,apremilast–JAK3可条件保留，但不把共同抗炎机制当直连。,本地排名12，原PDE4药用于炎症疾病。,阳性近邻0.260；检索原始资料集中PDE4而非JAK3。,先用JAK3生化测定并以PDE4作机制对照，明确浓度再做梯度。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始论文搜索摘要支持PDE4及先天免疫调节，未获JAK3直连。,"[""https://repository.icr.ac.uk/server/api/core/bitstreams/90a331cf-40d1-4149-8852-6bc2540c4279/content""]","[{""query"": ""apremilast JAK3 direct inhibition"", ""source"": ""https://repository.icr.ac.uk/server/api/core/bitstreams/90a331cf-40d1-4149-8852-6bc2540c4279/content"", ""outcome"": ""原始论文搜索摘要支持PDE4及先天免疫调节，未获JAK3直连。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-339,FASDKYOPVNHBLU-ZETCQYMHSA-N__CHEMBL205,pramipexole,CA2,Parkinson病及中重度原发不宁腿综合征,attention deficit-hyperactivity disorder,DEFER,建议后置,pramipexole–CA2的ADHD方向缺直接依据。,模型排名13。,阴性近邻0.264高于阳性0.193；多巴胺原机制不证明CA2。,先查CA2直接酶活并验证含锌构建，无独立线索则后置。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本次未取得本药CA2原始记录。,[],"[{""query"": ""pramipexole carbonic anhydrase II inhibition"", ""source"": ""web search results"", ""outcome"": ""本次未取得本药CA2原始记录。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-340,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,afatinib,CYP11B2,EGFR非耐药突变转移NSCLC一线；铂类后进展转移鳞状NSCLC；耐药EGFR突变疗效未确立,Cushing syndrome,DEFER,建议后置,afatinib–CYP11B2跨肿瘤到Cushing目前风险收益不佳。,模型排名13。,阳性近邻0.230；ErbB共价药机制不能迁移CYP，且11B2结合不能直接说明降皮质醇。,先做11B2/11B1酶活与非特异反应排查，再决定SPR。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,官方药代审评返回转运体资料，未获得11B2直接实验。,"[""https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/201292Orig1s000ClinPharmR.pdf""]","[{""query"": ""afatinib CYP11B2 inhibition"", ""source"": ""https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/201292Orig1s000ClinPharmR.pdf"", ""outcome"": ""官方药代审评返回转运体资料，未获得11B2直接实验。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-341,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,baclofen,CYP46A1,MS或脊髓疾病相关痉挛症状；不把风湿性肌痉挛和未获证实的卒中用途计入,Lennox-Gastaut syndrome,DEFER,建议后置,baclofen–CYP46A1建议后置，抗痉挛与癫痫图谱邻近不足。,分子量214、排名13。,阳性近邻0.190；GABAB作用不能证明胆固醇羟化酶调节。,先确认纯药对CYP46A1产物的效应，区分激活与抑制。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,官方标签支持GABAB机制，未取得CYP46A1证据。,"[""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=81a539b3-e547-4a62-ad1b-2eedb30be927""]","[{""query"": ""baclofen CYP46A1 inhibition"", ""source"": ""https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=81a539b3-e547-4a62-ad1b-2eedb30be927"", ""outcome"": ""官方标签支持GABAB机制，未取得CYP46A1证据。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-342,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,clobazam,CYP46A1,Lennox-Gastaut综合征相关癫痫辅助,Dravet syndrome,DEFER,建议后置,clobazam–CYP46A1不宜以Dravet假设优先。,本地排名13，原LGS癫痫用途明确。,阳性近邻0.221；常见CYP药代面板不包含可确认46A1，代谢物贡献未分离。,先查母药与N-desmethyl体身份并做46A1活性。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始药代试验为3A4/2C19等，不证明46A1直接结合。,"[""https://pubmed.ncbi.nlm.nih.gov/22422635/""]","[{""query"": ""clobazam CYP46A1 inhibition"", ""source"": ""https://pubmed.ncbi.nlm.nih.gov/22422635/"", ""outcome"": ""原始药代试验为3A4/2C19等，不证明46A1直接结合。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-343,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,oliceridine,CYP11B2,需静脉阿片且替代治疗不足的重度急性疼痛,Cushing syndrome,DEFER,建议后置,oliceridine–CYP11B2的Cushing方向建议后置。,本地排名14。,阳性近邻0.205；阿片镇痛和肝CYP代谢不等于11B2，疾病方向也未确定。,先确认11B1/11B2活性及含血红素体系，再决定投入。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,FDA会议资料返回常见CYP面板，不含确证11B2结果。,"[""https://www.fda.gov/media/121230/download""]","[{""query"": ""oliceridine CYP11B2 inhibition"", ""source"": ""https://www.fda.gov/media/121230/download"", ""outcome"": ""FDA会议资料返回常见CYP面板，不含确证11B2结果。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-344,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,diazepam,CYP46A1,焦虑短期缓解、急性酒精戒断症状、肌痉挛/痉挛状态辅助、癫痫辅助及注射剂癫痫持续状态/操作镇静与术前用药；口服非唯一抗惊厥疗法,Lennox-Gastaut syndrome,INSUFFICIENT,信息不足,diazepam–CYP46A1应先核查既有广谱药物筛查表。,命中CYP46A1原始结构研究并筛查50余化合物。,搜索内容未确认diazepam是否在表S2；不能当全新或已知阳性。,取回表S2逐项核对药名、浓度及抑制/激活方向后再排实验。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始研究搜索返回43μM筛查及表S2指引，未读到diazepam对应行。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC2474539/""]","[{""query"": ""diazepam CYP46A1 inhibition"", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC2474539/"", ""outcome"": ""原始研究搜索返回43μM筛查及表S2指引，未读到diazepam对应行。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-345,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,dimethyl fumarate,HMGCR,成人复发型MS含临床孤立综合征、复发缓解及活动继发进展,autoimmune disorder of central nervous system,DEFER,建议后置,富马酸二甲酯—HMGCR以转录/抗炎共现为主，暂不优先消耗SPR名额。,本地中枢自身免疫疾病线索与原MS用途相关；预测提供新酶假说。,正负近邻都弱；检索的Hmgcr变化是表达而非结合，母药与单甲酯不能混用。,先确认实际化学实体并做HMGCR功能反筛；无可重复酶效应则后置。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始动物研究摘录支持代谢/转录影响及DMF转化MMF，未确认母药直接结合HMGCR。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC4092096/""]","[{""query"": ""\""dimethyl fumarate\"" \""HMGCR\"""", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC4092096/"", ""outcome"": ""原始动物研究摘录支持代谢/转录影响及DMF转化MMF，未确认母药直接结合HMGCR。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-346,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,linagliptin,PDE5A,2型糖尿病饮食运动辅助降糖,fetal growth restriction,CONDITIONAL,有条件保留,利格列汀—PDE5A有独立计算研究呼应，可小规模验证，但不能说已有实测抑制。,检索命中本药PDE5对接和300ns模拟；黄嘌呤类骨架提供具体探索线索。,该论文仍是计算结论；胎儿生长受限的疾病推荐不代表有益作用方向或妊娠用途。,先以西地那非校准PDE5功能体系，确认本药浓度依赖抑制后再排SPR。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,原始计算论文返回方法及结论摘录；未取得本药PDE5实测Kd或IC50。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC12614580/""]","[{""query"": ""\""linagliptin\"" \""PDE5\"""", ""source"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC12614580/"", ""outcome"": ""原始计算论文返回方法及结论摘录；未取得本药PDE5实测Kd或IC50。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-347,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,colchicine,UGCG,痛风发作预防/治疗、家族性地中海热；LODOCO心脑血管事件及死亡风险降低,Niemann-Pick disease type C,DEFER,建议后置,秋水仙碱—UGCG跨到脂质贮积病很新，但结合依据不足。,本地UGCG与Niemann-Pick C给出疾病假说；原药微管机制明确。,微管改变可影响细胞运输，不能据此推断直接抑制UGCG；正近邻仅0.209。,先做UGCG特异功能和细胞脂质读数，区分微管效应，再考虑膜蛋白SPR。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,本轮直接配对检索未取得可引用的原始直接结合或酶活证据；不等于不存在。,[],"[{""query"": ""\""colchicine\"" \""UGCG\"""", ""source"": ""web search results"", ""outcome"": ""本轮直接配对检索未取得可引用的原始直接结合或酶活证据；不等于不存在。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
C384-348,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL262,enasidenib,GSK3B,IDH2突变复发难治AML,"chronic myelogenous leukemia, BCR-ABL1 positive",DEFER,建议后置,恩西地平—GSK3B缺乏从IDH2跨到激酶的直接支撑。,局部排序提供探索入口；若结合可能构成AML之外的机制研究。,负近邻0.382高于正近邻0.291；网络通路共现不是GSK3B占位，CML与原AML仍属血液肿瘤。,先做GSK3B酶活和IDH2机制分离；没有正交信号不优先SPR。,LOCAL_RECORD_AND_TARGETED_WEB_REVIEW,NCI数据列表支持恩西地平IDH类原机制；搜索未取得本药GSK3B直接测定。,"[""https://www.discover.nci.nih.gov/cellminerdata/html/HTS384_NSC_LIST.html""]","[{""query"": ""\""enasidenib\"" \""GSK3B\"""", ""source"": ""https://www.discover.nci.nih.gov/cellminerdata/html/HTS384_NSC_LIST.html"", ""outcome"": ""NCI数据列表支持恩西地平IDH类原机制；搜索未取得本药GSK3B直接测定。"", ""access_scope"": ""搜索返回摘要/摘录；未阅读全文""}]"
